pais,fecha,mes_muestra,rank,artist_names,artist_01,artist_02,artist_03,artist_04,artist_05,artist_06,artist_07,artist_08,artist_09,artist_10,nacionalidad_01,nacionalidad_02,nacionalidad_03,nacionalidad_04,nacionalidad_05,nacionalidad_06,nacionalidad_07,nacionalidad_08,nacionalidad_09,nacionalidad_10,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
Chile,2026/01/08,enero_2026,30,benjitalkapone,benjitalkapone,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chile,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mambinho Brasileño,Nextlevel music,1,29,33,587598
Chile,2026/01/08,enero_2026,31,Bad Bunny,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NUEVAYoL,Rimas Entertainment LLC.,5,52,53,574221
Chile,2026/01/08,enero_2026,32,"Tobal Mj, Lucky Brown, Nacho G Flow",Tobal Mj,Lucky Brown,Nacho G Flow,NA,NA,NA,NA,NA,NA,NA,Chile,Chile,Chile,NA,NA,NA,NA,NA,NA,NA,Tiene,Tobal Mj,3,21,45,573418
Chile,2026/01/08,enero_2026,33,Cris MJ,Cris MJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chile,NA,NA,NA,NA,NA,NA,NA,NA,NA,30 Mil Pies,Sonar LLC.,7,30,13,563034
Chile,2026/01/08,enero_2026,34,Bad Bunny,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,KLOuFRENS,Rimas Entertainment LLC.,9,61,53,547760
Chile,2026/01/08,enero_2026,35,Kidd Voodoo,Kidd Voodoo,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chile,NA,NA,NA,NA,NA,NA,NA,NA,NA,Destello...,Kidd Voodoo,1,32,22,546050
Chile,2026/01/08,enero_2026,36,"Lucky Brown, Big Cvyu",Lucky Brown,Big Cvyu,NA,NA,NA,NA,NA,NA,NA,NA,Chile,Chile,NA,NA,NA,NA,NA,NA,NA,NA,Qué Será,Lucky Brown,4,24,18,542542
Chile,2026/01/08,enero_2026,37,Milo j,Milo j,NA,NA,NA,NA,NA,NA,NA,NA,NA,Argentina,NA,NA,NA,NA,NA,NA,NA,NA,NA,Niño,Sony Music Latin,25,43,15,537150
Chile,2026/01/08,enero_2026,38,"Bizarrap, Daddy Yankee",Bizarrap,Daddy Yankee,NA,NA,NA,NA,NA,NA,NA,NA,Argentina,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,"Daddy Yankee: Bzrp Music Sessions, Vol. 0/66",DALE PLAY Records,3,38,10,521288
Chile,2026/01/08,enero_2026,39,Zion & Lennox,Zion & Lennox,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,La player (Bandolera),WEA Latina,1,68,136,510648
Chile,2026/01/08,enero_2026,40,"Ovy On The Drums, Quevedo, Beéle",Ovy On The Drums,Quevedo,Beéle,NA,NA,NA,NA,NA,NA,NA,Colombia,España,Colombia,NA,NA,NA,NA,NA,NA,NA,YO y TÚ,WEA Latina,9,22,30,509404
Chile,2026/01/08,enero_2026,41,"Eloy, Randy Nota Loca",Eloy,Randy Nota Loca,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,Fuera del Planeta,All In Music,36,63,29,504561
Chile,2026/01/08,enero_2026,42,Lyon la f,Lyon la f,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chile,NA,NA,NA,NA,NA,NA,NA,NA,NA,DESEO,PEGAO COMPANY,13,35,20,499216
Chile,2026/01/08,enero_2026,43,"Katteyes, Jere Klein, Lucky Brown",Katteyes,Jere Klein,Lucky Brown,NA,NA,NA,NA,NA,NA,NA,Chile,Chile,Chile,NA,NA,NA,NA,NA,NA,NA,BAILAME ASI,KATTEYES LLC/Sony Music Latin,1,39,29,489487
Chile,2026/01/08,enero_2026,44,The Police,The Police,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reino Unido,NA,NA,NA,NA,NA,NA,NA,NA,NA,Every Breath You Take,Polydor Records,44,77,314,489212
Chile,2026/01/08,enero_2026,45,"Romeo Santos, Prince Royce",Romeo Santos,Prince Royce,NA,NA,NA,NA,NA,NA,NA,NA,Estados Unidos,Estados Unidos,NA,NA,NA,NA,NA,NA,NA,NA,Dardos,Sony Music Latin,45,102,3,483009
Chile,2026/01/08,enero_2026,46,"Jere Klein, Mateo on the Beatz",Jere Klein,Mateo on the Beatz,NA,NA,NA,NA,NA,NA,NA,NA,Chile,Chile,NA,NA,NA,NA,NA,NA,NA,NA,DEMONIAKA,2025 JERE KLEIN,3,42,15,482842
Chile,2026/01/08,enero_2026,47,"Lucky Brown, Jere Klein, Nes",Lucky Brown,Jere Klein,Nes,NA,NA,NA,NA,NA,NA,NA,Chile,Chile,Chile,NA,NA,NA,NA,NA,NA,NA,Bella,Lucky Brown,1,46,35,482797
Chile,2026/01/08,enero_2026,48,"Bayron Fire, l3tter",Bayron Fire,l3tter,NA,NA,NA,NA,NA,NA,NA,NA,Chile,Chile,NA,NA,NA,NA,NA,NA,NA,NA,Tu Pelo Negro,Bayron Fire,26,51,18,468745
Chile,2026/01/08,enero_2026,49,"Ovy On The Drums, Lucky Brown, Darell",Ovy On The Drums,Lucky Brown,Darell,NA,NA,NA,NA,NA,NA,NA,Colombia,Chile,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NUBES,WEA Latina,10,48,43,462755
Chile,2026/01/08,enero_2026,50,Taylor Swift,Taylor Swift,NA,NA,NA,NA,NA,NA,NA,NA,NA,Estados Unidos,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Fate of Ophelia,Taylor Swift,16,58,14,459502
Chile,2026/02/05,febrero_2026,1,"Katteyes, SINAKA",Katteyes,SINAKA,NA,NA,NA,NA,NA,NA,NA,NA,Chile,Chile,NA,NA,NA,NA,NA,NA,NA,NA,ALO,Rimas Entertainment LLC.,1,-1,1,2279931
Chile,2026/02/05,febrero_2026,2,SINAKA,SINAKA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chile,NA,NA,NA,NA,NA,NA,NA,NA,NA,SENDA BELLAKONA,2025 Sinaka under exclusive license to BZR Music LLC,1,1,11,1813961
Chile,2026/02/05,febrero_2026,3,Jimin,Jimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,Corea del Sur,NA,NA,NA,NA,NA,NA,NA,NA,NA,Who,BIGHIT MUSIC,1,2,81,1300227
Chile,2026/02/05,febrero_2026,4,"King Savagge, Lyon la f, Katteyes, Lewis Somes",King Savagge,Lyon la f,Katteyes,Lewis Somes,NA,NA,NA,NA,NA,NA,Chile,Chile,Chile,Chile,NA,NA,NA,NA,NA,NA,Pasajero,King savagge,1,7,12,1154683
Chile,2026/02/05,febrero_2026,5,"El Bogueto, Anuel AA, Fuerza Regida, Yung Beef",El Bogueto,Anuel AA,Fuerza Regida,Yung Beef,NA,NA,NA,NA,NA,NA,Mexico,Puerto Rico,Mexico,España,NA,NA,NA,NA,NA,NA,Cuando No Era Cantante - Remix,El Bogueto,3,3,8,1131235
Chile,2026/02/05,febrero_2026,6,Bad Bunny,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAILE INoLVIDABLE,Rimas Entertainment LLC.,1,8,57,987800
Chile,2026/02/05,febrero_2026,7,"Bad Bunny, Omar Courtz, Dei V",Bad Bunny,Omar Courtz,Dei V,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,Puerto Rico,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,VeLDÁ,Rimas Entertainment LLC.,3,9,57,941932
Chile,2026/02/05,febrero_2026,8,"Germanini, Lyon la f, JhonAlex, Nacho G Flow",Germanini,Lyon la f,JhonAlex,Nacho G Flow,NA,NA,NA,NA,NA,NA,Chile,Chile,Chile,Chile,NA,NA,NA,NA,NA,NA,Comando Estelar,Stars Music Chile 2024,1,5,25,907939
Chile,2026/02/05,febrero_2026,9,Bad Bunny,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,VOY A LLeVARTE PA PR,Rimas Entertainment LLC.,1,10,57,883125
Chile,2026/02/05,febrero_2026,10,"El Bogueto, Yung Beef",El Bogueto,Yung Beef,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,España,NA,NA,NA,NA,NA,NA,NA,NA,Cuando No Era Cantante,Candela Music,3,4,16,877975
Chile,2026/02/05,febrero_2026,11,Bad Bunny,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,EoO,Rimas Entertainment LLC.,6,13,57,853926
Chile,2026/02/05,febrero_2026,12,Beéle,Beéle,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,NA,no tiene sentido,5020 Records,6,6,38,853020
Chile,2026/02/05,febrero_2026,13,Bad Bunny,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,DtMF,Rimas Entertainment LLC.,1,19,57,820658
Chile,2026/02/05,febrero_2026,14,"Jere Klein, Katteyes, Mateo on the Beatz",Jere Klein,Katteyes,Mateo on the Beatz,NA,NA,NA,NA,NA,NA,NA,Chile,Chile,Chile,NA,NA,NA,NA,NA,NA,NA,TODO KE VER,2025 JERE KLEIN,1,12,26,801739
Chile,2026/02/05,febrero_2026,15,"SINAKA, Easykid",SINAKA,Easykid,NA,NA,NA,NA,NA,NA,NA,NA,Chile,Chile,NA,NA,NA,NA,NA,NA,NA,NA,DESCONTROL,2025 Sinaka under exclusive license to BZR Music LLC,15,18,11,799219
Chile,2026/02/05,febrero_2026,16,"Ryan Castro, Kapo, Gangsta",Ryan Castro,Kapo,Gangsta,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,LA VILLA,AWOO Corp./Sony Music Latin,16,16,5,779613
Chile,2026/02/05,febrero_2026,17,"W Sound, Beéle, Ovy On The Drums",W Sound,Beéle,Ovy On The Drums,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,La Plena - W Sound 05,WEA Latina,2,11,50,754743
Chile,2026/02/05,febrero_2026,18,Rels B,Rels B,NA,NA,NA,NA,NA,NA,NA,NA,NA,España,NA,NA,NA,NA,NA,NA,NA,NA,NA,TU VAS SIN (fav),DALE PLAY Records / Flakk Team,17,17,28,709202
Chile,2026/02/05,febrero_2026,19,"Eloy, Randy Nota Loca",Eloy,Randy Nota Loca,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,Fuera del Planeta,All In Music,19,20,33,689013
Chile,2026/02/05,febrero_2026,20,"Blessd, Anuel AA, Yan Block, Luar La L, Kris R., ROA",Blessd,Anuel AA,Yan Block,Luar La L,Kris R.,ROA,NA,NA,NA,NA,Colombia,Puerto Rico,Puerto Rico,Puerto Rico,Colombia,Puerto Rico,NA,NA,NA,NA,"YOGURCITO REMIX (feat. Kris R., ROA)",WEA Latina,8,15,23,688464
Chile,2026/02/05,febrero_2026,21,Bad Bunny,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NUEVAYoL,Rimas Entertainment LLC.,5,26,57,681052
Chile,2026/02/05,febrero_2026,22,Bad Bunny,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,KLOuFRENS,Rimas Entertainment LLC.,9,22,57,672862
Chile,2026/02/05,febrero_2026,23,"Romeo Santos, Prince Royce",Romeo Santos,Prince Royce,NA,NA,NA,NA,NA,NA,NA,NA,Estados Unidos,Estados Unidos,NA,NA,NA,NA,NA,NA,NA,NA,Dardos,Sony Music Latin,14,14,7,671591
Chile,2026/02/05,febrero_2026,24,"Fuerza Regida, Grupo Frontera",Fuerza Regida,Grupo Frontera,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,COQUETA,Rancho Humilde/Streetmob Records/Grupo Frontera/Sony Music Latin,24,35,42,621425
Chile,2026/02/05,febrero_2026,25,"Beéle, Ovy On The Drums",Beéle,Ovy On The Drums,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,mi refe,5020 Records,10,21,59,621378
Chile,2026/02/05,febrero_2026,26,"Young Cister, Kreamly",Young Cister,Kreamly,NA,NA,NA,NA,NA,NA,NA,NA,Chile,Chile,NA,NA,NA,NA,NA,NA,NA,NA,QLOO*,Sony Music Entertainment Chile S.A,1,23,37,601076
Chile,2026/02/05,febrero_2026,27,"ROSALÍA, Yahritza Y Su Esencia",ROSALÍA,Yahritza Y Su Esencia,NA,NA,NA,NA,NA,NA,NA,NA,España,Estados Unidos,NA,NA,NA,NA,NA,NA,NA,NA,La Perla,Columbia,9,24,13,596932
Chile,2026/02/05,febrero_2026,28,"Rauw Alejandro, Bad Bunny",Rauw Alejandro,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,Qué Pasaría...,Sony Music Latin/Duars Entertainment,4,61,64,596506
Chile,2026/02/05,febrero_2026,29,"Kidd Voodoo, JC Reyes",Kidd Voodoo,JC Reyes,NA,NA,NA,NA,NA,NA,NA,NA,Chile,España,NA,NA,NA,NA,NA,NA,NA,NA,Me Mareo,Kidd Voodoo,3,29,33,586983
Chile,2026/02/05,febrero_2026,30,Cris MJ,Cris MJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chile,NA,NA,NA,NA,NA,NA,NA,NA,NA,30 Mil Pies,Sonar LLC.,7,32,17,564046
Chile,2026/02/05,febrero_2026,31,"Easykid, Dysbit",Easykid,Dysbit,NA,NA,NA,NA,NA,NA,NA,NA,Chile,Chile,NA,NA,NA,NA,NA,NA,NA,NA,Shiny,Easykid,1,25,34,561673
Chile,2026/02/05,febrero_2026,32,Djo,Djo,NA,NA,NA,NA,NA,NA,NA,NA,NA,Estados Unidos,NA,NA,NA,NA,NA,NA,NA,NA,NA,End of Beginning,Djo,11,27,26,557862
Chile,2026/02/05,febrero_2026,33,"Ovy On The Drums, Quevedo, Beéle",Ovy On The Drums,Quevedo,Beéle,NA,NA,NA,NA,NA,NA,NA,Colombia,España,Colombia,NA,NA,NA,NA,NA,NA,NA,YO y TÚ,WEA Latina,9,44,34,546685
Chile,2026/02/05,febrero_2026,34,"Jere Klein, Bayriton, Adan La Amenaza",Jere Klein,Bayriton,Adan La Amenaza,NA,NA,NA,NA,NA,NA,NA,Chile,Chile,Chile,NA,NA,NA,NA,NA,NA,NA,TU Y YO,2025 JERE KLEIN,1,31,15,545529
Chile,2026/02/05,febrero_2026,35,"Katteyes, Jere Klein, Lucky Brown",Katteyes,Jere Klein,Lucky Brown,NA,NA,NA,NA,NA,NA,NA,Chile,Chile,Chile,NA,NA,NA,NA,NA,NA,NA,BAILAME ASI,KATTEYES LLC/Sony Music Latin,1,38,33,544509
Chile,2026/02/05,febrero_2026,36,"Héctor ""El Father"", Wisin & Yandel","Héctor ""El Father""",Wisin & Yandel,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,El Teléfono,Machete Music,20,30,35,536956
Chile,2026/02/05,febrero_2026,37,Piero 47,Piero 47,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chile,NA,NA,NA,NA,NA,NA,NA,NA,NA,M5,Piero 47 oficial,37,-1,1,518138
Chile,2026/02/05,febrero_2026,38,"Tobal Mj, Lucky Brown, Nacho G Flow",Tobal Mj,Lucky Brown,Nacho G Flow,NA,NA,NA,NA,NA,NA,NA,Chile,Chile,Chile,NA,NA,NA,NA,NA,NA,NA,Tiene,Tobal Mj,3,33,49,514061
Chile,2026/02/05,febrero_2026,39,Milo j,Milo j,NA,NA,NA,NA,NA,NA,NA,NA,NA,Argentina,NA,NA,NA,NA,NA,NA,NA,NA,NA,Niño,Sony Music Latin,25,37,19,511084
Chile,2026/02/05,febrero_2026,40,"W Sound, Cris MJ, Ovy On The Drums",W Sound,Cris MJ,Ovy On The Drums,NA,NA,NA,NA,NA,NA,NA,Colombia,Chile,Colombia,NA,NA,NA,NA,NA,NA,NA,Chica Galáctica - W Sound 07,WEA Latina,10,28,10,510694
Chile,2026/02/05,febrero_2026,41,benjitalkapone,benjitalkapone,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chile,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mambinho Brasileño,Nextlevel music,1,36,37,498090
Chile,2026/02/05,febrero_2026,42,"Lucky Brown, Big Cvyu",Lucky Brown,Big Cvyu,NA,NA,NA,NA,NA,NA,NA,NA,Chile,Chile,NA,NA,NA,NA,NA,NA,NA,NA,Qué Será,Lucky Brown,4,34,22,492750
Chile,2026/02/05,febrero_2026,43,"Tobal Mj, Lyon la f, Nacho G Flow, Daimi",Tobal Mj,Lyon la f,Nacho G Flow,Daimi,NA,NA,NA,NA,NA,NA,Chile,Chile,Chile,Chile,NA,NA,NA,NA,NA,NA,Te Vas,Tobal Mj,4,41,14,490255
Chile,2026/02/05,febrero_2026,44,"Lauta, Amigo de Artistas, Tote",Lauta,Amigo de Artistas,Tote,NA,NA,NA,NA,NA,NA,NA,Argentina,Argentina,Argentina,NA,NA,NA,NA,NA,NA,NA,Puñaladas,LEB Records,44,54,4,485656
Chile,2026/02/05,febrero_2026,45,"Bad Bunny, Ozuna, Farruko, Arcángel, Ñengo Flow, DJ Luian, Mambo Kingz",Bad Bunny,Ozuna,Farruko,Arcángel,Ñengo Flow,DJ Luian,Mambo Kingz,NA,NA,NA,Puerto Rico,Puerto Rico,Puerto Rico,Puerto Rico,Puerto Rico,Puerto Rico,Puerto Rico,NA,NA,NA,Diles,Rimas Entertainment LLC,28,39,197,482080
Chile,2026/02/05,febrero_2026,46,"KAROL G, Feid",KAROL G,Feid,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,Verano Rosa,Bichota/Interscope Records,14,43,33,469511
Chile,2026/02/05,febrero_2026,47,Kidd Voodoo,Kidd Voodoo,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chile,NA,NA,NA,NA,NA,NA,NA,NA,NA,Destello...,Kidd Voodoo,1,48,26,459052
Chile,2026/02/05,febrero_2026,48,"J Balvin, Bad Bunny",J Balvin,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,LA CANCIÓN,Universal Music Latino / Rimas,5,51,265,456764
Chile,2026/02/05,febrero_2026,49,KAROL G,KAROL G,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si Antes Te Hubiera Conocido,Bichota/Interscope Records,1,49,85,455003
Chile,2026/02/05,febrero_2026,50,"Ovy On The Drums, Lucky Brown, Darell",Ovy On The Drums,Lucky Brown,Darell,NA,NA,NA,NA,NA,NA,NA,Colombia,Chile,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NUBES,WEA Latina,10,45,47,453360
Chile,2026/03/05,marzo_2026,1,"Jere Klein, Jairo Vera, Gittobeatz",Jere Klein,Jairo Vera,Gittobeatz,NA,NA,NA,NA,NA,NA,NA,Chile,Chile,Chile,NA,NA,NA,NA,NA,NA,NA,DUBAI,2026 JERE KLEIN,1,1,3,1622448
Chile,2026/03/05,marzo_2026,2,"Katteyes, SINAKA",Katteyes,SINAKA,NA,NA,NA,NA,NA,NA,NA,NA,Chile,Chile,NA,NA,NA,NA,NA,NA,NA,NA,ALO,Rimas Entertainment LLC.,1,2,5,1560825
Chile,2026/03/05,marzo_2026,3,Jimin,Jimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,Corea del Sur,NA,NA,NA,NA,NA,NA,NA,NA,NA,Who,BIGHIT MUSIC,1,4,85,1265890
Chile,2026/03/05,marzo_2026,4,SINAKA,SINAKA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chile,NA,NA,NA,NA,NA,NA,NA,NA,NA,SENDA BELLAKONA,2025 Sinaka under exclusive license to BZR Music LLC,1,3,15,1196798
Chile,2026/03/05,marzo_2026,5,Milo j,Milo j,NA,NA,NA,NA,NA,NA,NA,NA,NA,Argentina,NA,NA,NA,NA,NA,NA,NA,NA,NA,Niño,Sony Music Latin,5,33,23,972492
Chile,2026/03/05,marzo_2026,6,Bad Bunny,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAILE INoLVIDABLE,Rimas Entertainment LLC.,1,5,61,905354
Chile,2026/03/05,marzo_2026,7,Bad Bunny,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,EoO,Rimas Entertainment LLC.,6,6,61,844922
Chile,2026/03/05,marzo_2026,8,"Kreamly, Baby Jey, Tobal Mj",Kreamly,Baby Jey,Tobal Mj,NA,NA,NA,NA,NA,NA,NA,Chile,Chile,Chile,NA,NA,NA,NA,NA,NA,NA,LO QUE TU PIDAS,Virgin Music Chile,8,-1,1,832074
Chile,2026/03/05,marzo_2026,9,"El Bogueto, Anuel AA, Fuerza Regida, Yung Beef",El Bogueto,Anuel AA,Fuerza Regida,Yung Beef,NA,NA,NA,NA,NA,NA,Mexico,Puerto Rico,Mexico,España,NA,NA,NA,NA,NA,NA,Cuando No Era Cantante - Remix,El Bogueto,3,9,12,819299
Chile,2026/03/05,marzo_2026,10,"El Bogueto, Yung Beef",El Bogueto,Yung Beef,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,España,NA,NA,NA,NA,NA,NA,NA,NA,Cuando No Era Cantante,Candela Music,3,11,20,812563
Chile,2026/03/05,marzo_2026,11,"Omar Courtz, Ñengo Flow",Omar Courtz,Ñengo Flow,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,FOREVER TU GANTEL,Rimas Entertainment LLC.,11,30,2,771102
Chile,2026/03/05,marzo_2026,12,Bad Bunny,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,VOY A LLeVARTE PA PR,Rimas Entertainment LLC.,1,12,61,759752
Chile,2026/03/05,marzo_2026,13,Bad Bunny,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,DtMF,Rimas Entertainment LLC.,1,7,61,758820
Chile,2026/03/05,marzo_2026,14,"King Savagge, Lyon la f, Katteyes, Lewis Somes",King Savagge,Lyon la f,Katteyes,Lewis Somes,NA,NA,NA,NA,NA,NA,Chile,Chile,Chile,Chile,NA,NA,NA,NA,NA,NA,Pasajero,King savagge,1,8,16,728419
Chile,2026/03/05,marzo_2026,15,"Bad Bunny, Omar Courtz, Dei V",Bad Bunny,Omar Courtz,Dei V,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,Puerto Rico,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,VeLDÁ,Rimas Entertainment LLC.,3,13,61,728312
Chile,2026/03/05,marzo_2026,16,Bad Bunny,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NUEVAYoL,Rimas Entertainment LLC.,5,10,61,720913
Chile,2026/03/05,marzo_2026,17,Beéle,Beéle,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,NA,no tiene sentido,5020 Records,6,17,42,720079
Chile,2026/03/05,marzo_2026,18,"Germanini, Lyon la f, JhonAlex, Nacho G Flow",Germanini,Lyon la f,JhonAlex,Nacho G Flow,NA,NA,NA,NA,NA,NA,Chile,Chile,Chile,Chile,NA,NA,NA,NA,NA,NA,Comando Estelar,Stars Music Chile 2024,1,16,29,687671
Chile,2026/03/05,marzo_2026,19,Rels B,Rels B,NA,NA,NA,NA,NA,NA,NA,NA,NA,España,NA,NA,NA,NA,NA,NA,NA,NA,NA,TU VAS SIN (fav),DALE PLAY Records / Flakk Team,17,18,32,667948
Chile,2026/03/05,marzo_2026,20,"Ryan Castro, Kapo, Gangsta",Ryan Castro,Kapo,Gangsta,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,LA VILLA,AWOO Corp./Sony Music Latin,15,15,9,664582
Chile,2026/03/05,marzo_2026,21,"Jere Klein, Katteyes, Mateo on the Beatz",Jere Klein,Katteyes,Mateo on the Beatz,NA,NA,NA,NA,NA,NA,NA,Chile,Chile,Chile,NA,NA,NA,NA,NA,NA,NA,TODO KE VER,2026 JERE KLEIN,1,20,30,662277
Chile,2026/03/05,marzo_2026,22,"Milo j, Trueno",Milo j,Trueno,NA,NA,NA,NA,NA,NA,NA,NA,Argentina,Argentina,NA,NA,NA,NA,NA,NA,NA,NA,Gil,Sony Music Latin,22,91,23,657013
Chile,2026/03/05,marzo_2026,23,"Romeo Santos, Prince Royce",Romeo Santos,Prince Royce,NA,NA,NA,NA,NA,NA,NA,NA,Estados Unidos,Estados Unidos,NA,NA,NA,NA,NA,NA,NA,NA,Dardos,Sony Music Latin,14,19,11,634127
Chile,2026/03/05,marzo_2026,24,"Lucky Brown, Lyon la f, Tobal Mj, Tony El Golden Boy, Lamelodiadelhampa, JhonAlex, Germanini, Renaglock, Mateo on the Beatz, IGNACIO ON THE BEAT",Lucky Brown,Lyon la f,Tobal Mj,Tony El Golden Boy,Lamelodiadelhampa,JhonAlex,Germanini,Renaglock,Mateo on the Beatz,IGNACIO ON THE BEAT,Chile,Chile,Chile,Puerto Rico,Chile,Chile,Chile,Chile,Chile,Chile,Marbella,Lucky Brown,13,14,4,630665
Chile,2026/03/05,marzo_2026,25,"Pablo Chill-E, Ñengo Flow, Jere Klein",Pablo Chill-E,Ñengo Flow,Jere Klein,NA,NA,NA,NA,NA,NA,NA,Chile,Puerto Rico,Chile,NA,NA,NA,NA,NA,NA,NA,Bastardo (feat. Ñengo Flow & Jere Klein),G STARR ENT,3,49,96,621213
